12446	annai
12451	anne
12452	anni
12453	ano
12454	anone
12455	anosaa
12456	anou
12461	anoyo
12462	anpi
12463	anpo
12464	ansei
12465	anshin
12466	anshou
12511	antai
12512	antei
12513	anzen
12514	anzu
12515	ao
12516	aoba
12521	aogu
12522	aoi
12523	aoki
12524	aomuke
12525	aoru
12526	aouma
12531	aoume
12532	aoyagi
12533	aozora
12534	ap
12535	appaku
12536	aq
12541	ar
12542	ara
12543	arai
12544	araki
12545	arano
12546	arashi
12551	arasoi
12552	arasou
12553	arasu
12554	arata
12555	arate
12556	arau
12561	are
12562	areno
12563	areru
12564	ari
12565	ariyou
12566	aru
12611	aruha
12612	aruiha
12613	aruku
12614	as
12615	asa
12616	asagao
12621	asahan
12622	asahi
12623	asai
12624	asaru
12625	asatte
12626	asayuu
12631	ase
12632	aseri
12633	aseru
12634	ashi
12635	ashiba
12636	ashiko
12641	ashita
12642	asobi
12643	asobu
12644	asoko
12645	assari
12646	assen
12651	asshou
12652	asu
12653	asubu
12654	asuko
12655	at
12656	ataeru
12661	atai
12662	atama
12663	atari
12664	ataru
12665	atashi
12666	ate
13111	atena
13112	ateru
13113	ato
13114	atsugi
13115	atsui
13116	atsumi
13121	atsusa
13122	atte
13123	atteno
13124	attou
13125	au
13126	av
13131	aw
13132	awa
13133	aware
13134	awasu
13135	ax
13136	ay
13141	ayaui
13142	ayauku
13143	ayumi
13144	ayumu
13145	az
13146	aza
13151	azuki
13152	b
13153	baai
13154	baasan
13155	baba
13156	bachi
13161	bai
13162	baibai
13163	baikin
13164	baitai
13165	baiten
13166	baiu
13211	baiyou
13212	baizou
13213	baka
13214	bakari
13215	baken
13216	bakeru
13221	bakka
13222	bakkin
13223	baku
13224	bakufu
13225	bakuha
13226	bakuon
13231	bakuro
13232	bamen
13233	ban
13234	banchi
13235	bane
13236	bangou
13241	banji
13242	banjin
13243	bankon
13244	banme
13245	bannen
13246	bannin
13251	bannou
13252	banri
13253	bansou
13254	bante
13255	banzai
13256	banzei
13261	banzen
13262	bara
13263	barasu
13264	bareru
13265	bari
13266	basha
13311	basho
13312	bashu
13313	bassai
13314	basshi
13315	bassui
13316	bateru
13321	batsu
13322	batten
13323	bb
13324	bbb
13325	bbbb
13326	bc
13331	bcd
13332	bd
13333	be
13334	beihan
13335	beijin
13336	beika
13341	bekkan
13342	bekko
13343	bekkyo
13344	ben
13345	bengi
13346	bengo
13351	beni
13352	benjo
13353	benkai
13354	benkei
13355	benmei
13356	benri
13361	benron
13362	bensai
13363	bentou
13364	bessou
13365	betsu
13366	bf
13411	bg
13412	bh
13413	bi
13414	bidou
13415	bifuu
13416	bigaku
13421	bijin
13422	bijo
13423	bika
13424	bikou
13425	bimyou
13426	bin
13431	binbou
13432	binjou
13433	binkan
13434	binsen
13435	biryou
13436	bisai
13441	bishin
13442	bishou
13443	bisoku
13444	biwa
13445	biyou
13446	bj
13451	bk
13452	bl
13453	bm
13454	bn
13455	bo
13456	bochi
13461	bokasu
13462	boke
13463	bokeru
13464	bokin
13465	bokoku
13466	bokou
13511	boku
13512	bokuya
13513	bon
13514	bonchi
13515	bonjin
13516	bonnin
13521	bonsai
13522	bonyuu
13523	bosan
13524	bosei
13525	boseki
13526	boshi
13531	boshuu
13532	botai
13533	botan
13534	bottou
13535	bou
13536	boudai
13541	boudan
13542	boudou
13543	bouei
13544	boueki
13545	boufuu
13546	bougai
13551	bougo
13552	bougyo
13553	bouhan
13554	bouka
13555	boukan
13556	bouken
13561	boukou
13562	boukuu
13563	boukyo
13564	boumei
13565	bouon
13566	bousai
13611	bousan
13612	bousen
13613	boushi
13614	bousou
13615	bousui
13616	bouto
13621	boutou
13622	bouzu
13623	boya
13624	bp
13625	bq
13626	br
13631	bs
13632	bt
13633	bu
13634	buai
13635	bubun
13636	buchou
13641	budou
13642	bufu
13643	bugyou
13644	buhin
13645	bui
13646	buin
13651	buji
13652	bujin
13653	bujoku
13654	buka
13655	bukai
13656	buki
13661	bukimi
13662	bukka
13663	bukken
13664	bumon
13665	bun
13666	bunai
14111	bunan
14112	bunbo
14113	bundan
14114	bungei
14115	bungo
14116	bungu
14121	bunin
14122	bunjou
14123	bunka
14124	bunkai
14125	bunkei
14126	bunken
14131	bunki
14132	bunko
14133	bunkou
14134	bunmei
14135	bunmen
14136	bunmin
14141	bunpai
14142	bunpi
14143	bunpou
14144	bunpu
14145	bunri
14146	bunrui
14151	bunsan
14152	bunshi
14153	bunsho
14154	bunsuu
14155	buntai
14156	buntan
14161	bunya
14162	buonna
14163	buppan
14164	buppin
14165	buraku
14166	burei
14211	buri
14212	bushi
14213	busho
14214	bushou
14215	busou
14216	bussan
14221	busshi
14222	bussou
14223	busu
14224	busuu
14225	buta
14226	butai
14231	butou
14232	butsu
14233	buttai
14234	buyou
14235	buzoku
14236	bv
14241	bw
14242	bx
14243	by
14244	byakue
14245	byakui
14246	byou
14251	byoubu
14252	byouin
14253	byouki
14254	byouri
14255	bz
14256	c
14261	cb
14262	cc
14263	ccc
14264	cccc
14265	cd
14266	cde
14311	ce
14312	cf
14313	cg
14314	ch
14315	cha
14316	chadou
14321	chairo
14322	chaku
14323	chakui
14324	chan
14325	chanto
14326	chawan
14331	chaya
14332	chi
14333	chian
14334	chichi
14335	chie
14336	chien
14341	chigai
14342	chigau
14343	chigyo
14344	chihou
14345	chii
14346	chiiki
14351	chiji
14352	chijin
14353	chijo
14354	chijou
14355	chika
14356	chikai
14361	chikau
14362	chikei
14363	chiken
14364	chiku
14365	chimei
14366	chin
14411	chinka
14412	chinou
14413	chinpu
14414	chiri
14415	chiru
14416	chisai
14421	chisei
14422	chishi
14423	chisou
14424	chisso
14425	chisui
14426	chitai
14431	chiten
14432	chiyo
14433	chiyu
14434	chizu
14435	cho
14436	choito
14441	chokin
14442	chokka
14443	choku
14444	chomei
14445	chosha
14446	chosho
14451	chosui
14452	choto
14453	chotto
14454	chou
14455	choubo
14456	chouda
14461	choudo
14462	chouin
14463	chouja
14464	chouji
14465	choujo
14466	chouju
14511	chouka
14512	chouki
14513	choume
14514	chouri
14515	chousa
14516	chouwa
14521	chozou
14522	chuu
14523	chuubu
14524	chuui
14525	chuuka
14526	chuuki
14531	chuuko
14532	chuuou
14533	chuusa
14534	chuuto
14535	chuuwa
14536	chuuya
14541	ci
14542	cj
14543	ck
14544	cl
14545	cm
14546	cn
14551	co
14552	cp
14553	cq
14554	cr
14555	cs
14556	ct
14561	cu
14562	cv
14563	cw
14564	cx
14565	cy
14566	cz
14611	d
14612	daboku
14613	daga
14614	dageki
14615	daha
14616	dai
14621	daiben
14622	daibu
14623	daibun
14624	daichi
14625	daida
14626	daidai
14631	daidou
14632	daiei
14633	daigae
14634	daigi
14635	daihon
14636	daii
14641	daiji
14642	daijin
14643	daikan
14644	daikin
14645	daikon
14646	daikou
14651	daiku
14652	daimei
14653	dainin
14654	dainou
14655	dairi
14656	daisha
14661	daishi
14662	daitai
14663	daitan
14664	daiyou
14665	daizai
14666	daizu
15111	dajun
15112	daka
15113	dakai
15114	dakara
15115	dake
15116	dakedo
15121	dakkai
15122	dakkan
15123	dakke
15124	dakko
15125	daku
15126	dakyou
15131	dakyuu
15132	damaru
15133	damasu
15134	dame
15135	dan
15136	danbou
15141	danchi
15142	dandan
15143	dandou
15144	dangai
15145	dangan
15146	dangen
15151	dangou
15152	danji
15153	danjo
15154	danjou
15155	dankai
15156	danki
15161	danko
15162	dankou
15163	danmen
15164	danna
15165	dannen
15166	dano
15211	danpen
15212	dansei
15213	danshi
15214	dansou
15215	dansui
15216	dantai
15221	dantei
15222	dantou
15223	danwa
15224	danyuu
15225	danzen
15226	dappi
15231	darake
15232	daraku
15233	dare
15234	dareka
15235	dari
15236	daro
15241	darou
15242	darui
15243	daseki
15244	dasen
15245	dasha
15246	dashi
15251	dashin
15252	dassen
15253	dasshu
15254	dassou
15255	dassui
15256	dasu
15261	dasuu
15262	date
15263	daten
15264	dato
15265	datou
15266	datsui
15311	dattai
15312	datte
15313	dayori
15314	db
15315	dc
15316	dd
15321	ddd
15322	dddd
15323	de
15324	deai
15325	deashi
15326	deau
15331	deban
15332	dedoko
15333	def
15334	deha
15335	deiri
15336	dekai
15341	dekata
15342	dekiru
15343	dekkai
15344	demae
15345	demise
15346	demo
15351	demuku
15352	denchi
15353	dendou
15354	dengen
15355	dengon
15356	denka
15361	denki
15362	denkou
15363	denpa
15364	denpo
15365	denpou
15366	densen
15411	densha
15412	denshi
15413	densou
15414	dentou
15415	denwa
15416	deru
15421	desae
15422	deshi
15423	desho
15424	deshou
15425	desu
15426	desuga
15431	df
15432	dg
15433	dh
15434	di
15435	dj
15436	dk
15441	dl
15442	dm
15443	dn
15444	do
15445	doai
15446	doboku
15451	dobu
15452	docchi
15453	dochi
15454	dodai
15455	dohyou
15456	doitsu
15461	dojou
15462	dokeru
15463	doki
15464	dokka
15465	doko
15466	dokoka
15511	doku
15512	dokuji
15513	dokyou
15514	doma
15515	domo
15516	domoru
15521	don
15522	donaru
15523	donata
15524	dondon
15525	donka
15526	donkan
15531	donna
15532	dono
15533	donyou
15534	doori
15535	dore
15536	dorei
15541	doro
15542	doseki
15543	dosha
15544	dosoku
15545	dosuu
15546	dote
15551	dou
15552	douage
15553	doubou
15554	douchi
15555	doudou
15556	doufuu
15561	douga
15562	dougi
15563	dougu
15564	douhan
15565	douhou
15566	doui
15611	douin
15612	douji
15613	doujin
15614	doujou
15615	douka
15616	doukan
15621	douken
15622	douki
15623	doukou
15624	doukyo
15625	doumei
15626	doumo
15631	dounen
15632	dounin
15633	douon
15634	douran
15635	douri
15636	douro
15641	dourui
15642	dousa
15643	douse
15644	dousei
15645	dousen
15646	dousha
15651	doushi
15652	doushu
15653	dousou
15654	dousuu
15655	doutai
15656	doutei
15661	douten
15662	doutou
15663	douwa
15664	douya
15665	douyou
15666	douzen
16111	douzo
16112	douzou
16113	doyou
16114	dp
16115	dq
16116	dr
16121	ds
16122	dt
16123	du
16124	duki
16125	dutsu
16126	dv
16131	dw
16132	dx
16133	dy
16134	dz
16135	e
16136	eb
16141	ebaru
16142	ebesu
16143	ebi
16144	ebisu
16145	ec
16146	echigo
16151	ed
16152	eda
16153	edaha
16154	edo
16155	edokko
16156	ee
16161	eee
16162	eeee
16163	eeto
16164	ef
16165	efg
16166	eg
16211	egaku
16212	egao
16213	eh
16214	ehon
16215	ei
16216	eibun
16221	eichi
16222	eidan
16223	eien
16224	eiga
16225	eigo
16226	eigyou
16231	eiji
16232	eijuu
16233	eikan
16234	eiki
16235	eikou
16236	eikyou
16241	eikyuu
16242	eimei
16243	einen
16244	einou
16245	eiri
16246	eisei
16251	eitai
16252	eiwa
16253	eiyaku
16254	eiyo
16255	eiyou
16256	eiyuu
16261	eizoku
16262	eizou
16263	ej
16264	ek
16265	eki
16266	ekiben
16311	ekiden
16312	ekiin
16313	ekika
16314	ekimae
16315	ekitai
16316	ekkyou
16321	ekubo
16322	el
16323	em
16324	emaki
16325	emi
16326	emono
16331	en
16332	enban
16333	enbu
16334	enbun
16335	enchou
16336	endaka
16341	endan
16342	endate
16343	enden
16344	endou
16345	engan
16346	engawa
16351	engei
16352	engeki
16353	engi
16354	engo
16355	enji
16356	enjiru
16361	enjo
16362	enjou
16363	enka
16364	enkai
16365	enkaku
16366	enkei
16411	enki
16412	enman
16413	enmei
16414	enmoku
16415	ennai
16416	enogu
16421	enpou
16422	enpyou
16423	enryo
16424	ensei
16425	ensen
16426	enshou
16431	enshuu
16432	enso
16433	ensoku
16434	ensou
16435	ensui
16436	entai
16441	entaku
16442	enten
16443	entou
16444	enyasu
16445	enzan
16446	enzuru
16451	eo
16452	ep
16453	eq
16454	er
16455	erabu
16456	erai
16461	eri
16462	eru
16463	es
16464	esa
16465	eshaku
16466	et
16511	etto
16512	ettou
16513	eu
16514	ev
16515	ew
16516	ex
16521	ey
16522	ez
16523	f
16524	fb
16525	fc
16526	fd
16531	fe
16532	ff
16533	fff
16534	ffff
16535	fg
16536	fgh
16541	fh
16542	fi
16543	fj
16544	fk
16545	fl
16546	fm
16551	fn
16552	fo
16553	fp
16554	fq
16555	fr
16556	fs
16561	ft
16562	fu
16563	fuan
16564	fuben
16565	fubi
16566	fubo
16611	fubuki
16612	fuchi
16613	fuchin
16614	fuchou
16615	fuchuu
16616	fuda
16621	fudan
16622	fude
16623	fudou
16624	fue
16625	fueru
16626	fufuku
16631	fugen
16632	fugou
16633	fuhai
16634	fuhei
16635	fuhen
16636	fuhou
16641	fuhyou
16642	fui
16643	fuini
16644	fuji
16645	fujin
16646	fujo
16651	fujoki
16652	fujou
16653	fujun
16654	fuka
16655	fukahi
16656	fukai
16661	fukami
16662	fukasa
16663	fukasu
16664	fukei
16665	fuken
16666	fukeru
21111	fukin
21112	fukiso
21113	fukken
21114	fukki
21115	fukkou
21116	fukoku
21121	fukou
21122	fuku
21123	fukubu
21124	fukuin
21125	fukumi
21126	fukumu
21131	fukuri
21132	fukuro
21133	fukyou
21134	fukyuu
21135	fuman
21136	fumei
21141	fumi
21142	fumie
21143	fumin
21144	fumon
21145	fumoto
21146	fumou
21151	fumu
21152	fun
21153	funade
21154	funaka
21155	funare
21156	fune
21161	fungai
21162	funin
21163	funka
21164	funki
21165	funou
21166	funsha
21211	funsou
21212	funsui
21213	funtou
21214	fuon
21215	fureai
21216	fureau
21221	fureru
21222	furi
21223	furiko
21224	furin
21225	furo
21226	furoba
21231	furoku
21232	furoya
21233	furu
21234	furugi
21235	furui
21236	furusu
21241	furuu
21242	furyo
21243	furyou
21244	fusa
21245	fusagu
21246	fusai
21251	fusaku
21252	fuse
21253	fusegu
21254	fusei
21255	fuseki
21256	fusen
21261	fuseru
21262	fusha
21263	fushi
21264	fushin
21265	fushou
21266	fusoku
21311	fusuma
21312	futa
21313	futaba
21314	futae
21315	futago
21316	futai
21321	futami
21322	futan
21323	futari
21324	futei
21325	futo
21326	futoi
21331	futon
21332	futoru
21333	futou
21334	futsuu
21335	futtou
21336	fuu
21341	fuudo
21342	fuufu
21343	fuuja
21344	fuukei
21345	fuumi
21346	fuun
21351	fuurin
21352	fuusa
21353	fuusen
21354	fuusha
21355	fuushi
21356	fuusho
21361	fuutou
21362	fuwari
21363	fuyasu
21364	fuyo
21365	fuyou
21366	fuyoui
21411	fuyu
21412	fuyuba
21413	fuyuu
21414	fuzai
21415	fuzei
21416	fuzen
21421	fuzoku
21422	fv
21423	fw
21424	fx
21425	fy
21426	fz
21431	g
21432	gacchi
21433	gachi
21434	gai
21435	gaibu
21436	gaien
21441	gaijin
21442	gaiju
21443	gaika
21444	gaikan
21445	gaiken
21446	gaiki
21451	gaikou
21452	gaimen
21453	gaimu
21454	gainen
21455	gairai
21456	gairo
21461	gairon
21462	gaisan
21463	gaisha
21464	gaishi
21465	gaitou
21466	gaiya
21511	gaiyou
21512	gaiyuu
21513	gaka
21514	gake
21515	gakka
21516	gakkai
21521	gakki
21522	gakkou
21523	gakku
21524	gaku
21525	gakubu
21526	gakuen
21531	gakufu
21532	gakuhi
21533	gakui
21534	gakuin
21535	gakuto
21536	gakuya
21541	gaman
21542	gamen
21543	gan
21544	ganban
21545	ganbou
21546	gangan
21551	gangu
21552	ganjou
21553	ganka
21554	ganko
21555	ganmen
21556	ganmou
21561	gannen
21562	ganpon
21563	ganrai
21564	gansho
21565	ganso
21566	gansou
21611	gantan
21612	ganyuu
21613	gappei
21614	gappi
21615	gara
21616	garasu
21621	garou
21622	gashi
21623	gashou
21624	gashuu
21625	gassou
21626	gasu
21631	gata
21632	gatai
21633	gawa
21634	gawari
21635	gazou
21636	gb
21641	gc
21642	gd
21643	ge
21644	gehin
21645	gei
21646	geimei
21651	geinin
21652	geinou
21653	geisha
21654	gejun
21655	geka
21656	gekai
21661	geki
21662	gekido
21663	gekiga
21664	gekika
21665	gekka
21666	gekkan
22111	gekkei
22112	gekkou
22113	gemen
22114	gen
22115	genba
22116	genbun
22121	genchi
22122	gendai
22123	gendo
22124	gendou
22125	genga
22126	gengi
22131	gengo
22132	gengou
22133	geni
22134	genji
22135	genjin
22136	genjou
22141	genjuu
22142	genka
22143	genkai
22144	genkan
22145	genkei
22146	genki
22151	genkin
22152	genkou
22153	genmai
22154	genmen
22155	genni
22156	genpon
22161	genri
22162	genron
22163	gensan
22164	gensei
22165	gensen
22166	genshi
22211	gensho
22212	genshu
22213	genso
22214	gensou
22215	gensui
22216	gentai
22221	gentan
22222	gentei
22223	genten
22224	genya
22225	genyu
22226	genyuu
22231	genzai
22232	genzei
22233	genzou
22234	geppu
22235	geraku
22236	geri
22241	gesan
22242	gesha
22243	geshi
22244	gessan
22245	gessha
22246	gesui
22251	geta
22252	geya
22253	gezan
22254	gf
22255	gg
22256	ggg
22261	gggg
22262	gh
22263	ghi
22264	gi
22265	gian
22266	gibo
22311	gichou
22312	gida
22313	gidai
22314	gifu
22315	gigi
22316	gigoku
22321	gihi
22322	gihou
22323	giin
22324	giji
22325	gijou
22326	gijuku
22331	gikai
22332	gikou
22333	gimon
22334	gimu
22335	gin
22336	ginen
22341	ginga
22342	ginkou
22343	ginmi
22344	ginou
22345	ginza
22346	gion
22351	girei
22352	giri
22353	giron
22354	gisei
22355	giseki
22356	gishi
22361	gishin
22362	gishou
22363	gisou
22364	giwaku
22365	giyuu
22366	gizou
22411	gj
22412	gk
22413	gl
22414	gm
22415	gn
22416	go
22421	gobu
22422	goei
22423	gofuku
22424	gogaku
22425	gogan
22426	gogen
22431	gogo
22432	gohan
22433	goi
22434	goji
22435	gojo
22436	gojuu
22441	gokai
22442	gokaku
22443	gokan
22444	goken
22445	goki
22446	gokoku
22451	goku
22452	gokuhi
22453	gomen
22454	gomi
22455	gomu
22456	gongo
22461	gonin
22462	goraku
22463	gorin
22464	goro
22465	gosa
22466	gosan
22511	goshi
22512	gosho
22513	gosou
22514	gote
22515	goto
22516	gotoni
22521	gou
22522	gouban
22523	gouben
22524	goudou
22525	gougi
22526	gouhan
22531	gouhei
22532	gouhi
22533	gouhou
22534	goui
22535	gouin
22536	goujou
22541	gouka
22542	goukai
22543	goukei
22544	gouken
22545	goukin
22546	goumon
22551	gourei
22552	gouri
22553	gousei
22554	gousen
22555	gousha
22556	goutou
22561	gouu
22562	goza
22563	gozen
22564	gp
22565	gq
22566	gr
22611	gs
22612	gt
22613	gu
22614	guai
22615	guchi
22616	gun
22621	gunbai
22622	gunbi
22623	gunbu
22624	gundan
22625	gunji
22626	gunjin
22631	gunju
22632	gunkan
22633	gunki
22634	gunpei
22635	gunsei
22636	gunshu
22641	guntai
22642	guntou
22643	gunyou
22644	gunzou
22645	gurai
22646	gururi
22651	gushou
22652	gutai
22653	guusuu
22654	guuzen
22655	guuzou
22656	gv
22661	gw
22662	gx
22663	gy
22664	gyaku
22665	gyoba
22666	gyoen
23111	gyojou
23112	gyokou
23113	gyomin
23114	gyorui
23115	gyosen
23116	gyoson
23121	gyotto
23122	gyou
23123	gyougi
23124	gyouji
23125	gyouko
23126	gyoumu
23131	gyouza
23132	gyutto
23133	gyuu
23134	gyuuho
23135	gz
23136	h
23141	haaku
23142	haba
23143	habamu
23144	habuku
23145	hachi
23146	hachou
23151	hada
23152	hadae
23153	hadagi
23154	hadaka
23155	hade
23156	hadome
23161	hae
23162	haeru
23163	hagaki
23164	hagane
23165	hagasu
23166	hage
23211	hagemi
23212	hagemu
23213	hageru
23214	hagi
23215	hagire
23216	hagu
23221	haha
23222	hahei
23223	hahen
23224	hai
23225	haian
23226	haibi
23231	haibun
23232	haichi
23233	haiden
23234	haien
23235	haifu
23236	haigo
23241	haihon
23242	haiin
23243	haiiro
23244	haijin
23245	haijo
23246	haikan
23251	haikei
23252	haiken
23253	haiki
23254	haikin
23255	haiku
23256	haikyo
23261	hainin
23262	hairu
23263	hairyo
23264	haisen
23265	haisha
23266	haishi
23311	haiso
23312	haisou
23313	haisui
23314	haita
23315	haitai
23316	haitou
23321	haiyuu
23322	haizai
23323	haji
23324	hajiku
23325	hajime
23326	hajiru
23331	haka
23332	hakai
23333	hakaku
23334	hakama
23335	hakari
23336	hakaru
23341	hakase
23342	haken
23343	haki
23344	hakike
23345	hakka
23346	hakkan
23351	hakken
23352	hakki
23353	hakkou
23354	hako
23355	hakobi
23356	hakobu
23361	haku
23362	hakuai
23363	hakuba
23364	hakubo
23365	hakufu
23366	hakui
23411	hakyuu
23412	hama
23413	hamabe
23414	hamaru
23415	hame
23416	hameru
23421	hamon
23422	hamono
23423	han
23424	hana
23425	hanabi
23426	hanami
23431	hanasu
23432	hanawa
23433	hanbai
23434	hanbei
23435	hanbou
23436	hanbun
23441	handan
23442	handou
23443	hane
23444	haneru
23445	hanga
23446	hangen
23451	hanhan
23452	hanji
23453	hanjou
23454	hankan
23455	hankei
23456	hanken
23461	hanki
23462	hanko
23463	hankou
23464	hanmei
23465	hanmen
23466	hanne
23511	hannen
23512	hannin
23513	hannou
23514	hanpa
23515	hanran
23516	hanrei
23521	hanron
23522	hansei
23523	hansen
23524	hansha
23525	hanshu
23526	hansou
23531	hansuu
23532	hantai
23533	hantei
23534	hanten
23535	hantou
23536	hanyou
23541	hanzai
23542	haori
23543	happa
23544	happou
23545	hara
23546	harai
23551	haramu
23552	haran
23553	harau
23554	hare
23555	hareru
23556	hari
23561	haru
23562	haruka
23563	hasami
23564	hasamu
23565	hasan
23566	hasei
23611	hasha
23612	hashi
23613	hashu
23614	hason
23615	hassan
23616	hassei
23621	hassha
23622	hassou
23623	hasu
23624	hata
23625	hatake
23626	hataki
23631	hataku
23632	hatan
23633	hatasu
23634	hate
23635	hato
23636	hatsu
23641	hatten
23642	hau
23643	haya
23644	hayai
23645	hayaku
23646	hayane
23651	hayari
23652	hayaru
23653	hayasa
23654	hayase
23655	hayasu
23656	hazu
23661	hazumi
23662	hazumu
23663	hazure
23664	hazusu
23665	hb
23666	hc
24111	hd
24112	he
24113	hebi
24114	hedate
24115	hegasu
24116	hegu
24121	hei
24122	heian
24123	heibon
24124	heichi
24125	heieki
24126	heigai
24131	heigin
24132	heigou
24133	heihou
24134	heiin
24135	heiji
24136	heijou
24141	heika
24142	heikai
24143	heiki
24144	heikin
24145	heikou
24146	heimen
24151	heinen
24152	heion
24153	heisa
24154	heisei
24155	heisha
24156	heishi
24161	heitai
24162	heiten
24163	heiwa
24164	heiya
24165	heiyou
24166	heki
24211	hekiga
24212	hekomi
24213	hekomu
24214	hemi
24215	hen
24216	henbou
24221	hencho
24222	hendou
24223	henja
24224	henji
24225	henjou
24226	henjuu
24231	henka
24232	henkan
24233	henkei
24234	henken
24235	henkou
24236	hensai
24241	hensei
24242	hensen
24243	hensha
24244	hentou
24245	henyou
24246	henzou
24251	herasu
24252	heru
24253	heso
24254	heta
24255	heya
24256	hf
24261	hg
24262	hh
24263	hhh
24264	hhhh
24265	hi
24266	hiai
24311	hibaku
24312	hibana
24313	hibari
24314	hibi
24315	hibiki
24316	hibiku
24321	hibun
24322	hidai
24323	hidane
24324	hidari
24325	hidoi
24326	hidori
24331	hiduke
24332	hie
24333	hieru
24334	hifu
24335	hifuka
24336	higai
24341	higami
24342	higamu
24343	higan
24344	higata
24345	hige
24346	higeki
24351	higoro
24352	higure
24353	hihan
24354	hihei
24355	hihyou
24356	hiiki
24361	hij
24362	hiji
24363	hijou
24364	hijun
24365	hijuu
24366	hikae
24411	hikage
24412	hikaku
24413	hikan
24414	hikari
24415	hikaru
24416	hikazu
24421	hikeme
24422	hiki
24423	hikiai
24424	hikki
24425	hikoku
24426	hikou
24431	hiku
24432	hikui
24433	hikyou
24434	hikyuu
24435	hima
24436	himan
24441	hime
24442	himei
24443	himen
24444	himeru
24445	himo
24446	hin
24451	hina
24452	hinaka
24453	hinan
